l_no	p_no	time	play_ox	stoptime
939	2976	20230601102851 	1	
940	1685	20230601104057 	1	
941	358	20230601124858 	0	1:26
942	1812	20230601134433 	1	
943	3238	20230601170517 	1	
944	3641	20230601170617 	1	
945	3809	20230601181559 	0	0:43
946	850	20230601213215 	1	
947	3697	20230602023147 	1	
948	3344	20230602025842 	1	
949	1227	20230602032228 	1	
950	2245	20230602033901 	1	
951	1711	20230602035251 	1	
952	3017	20230602040313 	1	
953	363	20230602043755 	1	
954	1899	20230602045044 	1	
955	1271	20230602045529 	1	
956	2015	20230602061206 	1	
957	3346	20230602064246 	1	
958	2520	20230602074057 	1	
959	3410	20230602074559 	1	
960	78	20230602074835 	1	
961	2232	20230602075656 	1	
962	3683	20230602085038 	1	
963	3102	20230602092813 	1	
964	706	20230602095351 	1	
965	2364	20230602101025 	1	
966	645	20230602101151 	1	
967	1945	20230602103244 	1	
968	3056	20230602110810 	1	
969	444	20230602113557 	1	
970	897	20230602114436 	1	
971	1746	20230602121433 	1	
972	3441	20230602150502 	1	
973	2423	20230602152437 	1	
974	2950	20230602160129 	1	
975	3609	20230602165311 	1	
976	1333	20230602171246 	1	
977	2580	20230602185400 	1	
978	1277	20230602190155 	1	
979	2273	20230602201958 	1	
980	966	20230602211433 	1	
981	160	20230602221108 	1	
982	1721	20230602230534 	1	
983	1878	20230602231255 	1	
984	659	20230603023413 	0	2:36
985	1415	20230603025615 	1	
986	2153	20230603042323 	1	
987	906	20230603053815 	1	
988	280	20230603070112 	1	
989	2434	20230603072750 	1	
990	2290	20230603082050 	1	
991	605	20230603085314 	1	
992	2746	20230603085650 	1	
993	3292	20230603100741 	1	
994	3757	20230603104349 	1	
995	1844	20230603111412 	1	
996	1317	20230603111958 	1	
997	3082	20230603112745 	1	
998	3400	20230603115213 	1	
999	1486	20230603141622 	1	
1000	2132	20230603145615 	1	
1001	2246	20230603152010 	1	
1002	1751	20230603153919 	1	
1003	2306	20230603160046 	1	
1004	1247	20230603165621 	1	
1005	1377	20230603165857 	1	
1006	2352	20230603174820 	1	
1007	2432	20230603184806 	1	
1008	944	20230603190758 	1	
1009	2494	20230603195254 	1	
1010	727	20230603204436 	1	
1011	1131	20230603234545 	1	
1012	3510	20230604025541 	1	
1013	3788	20230604041702 	0	2:36
1014	1033	20230604043402 	1	
1015	3566	20230604045320 	1	
1016	296	20230604065719 	1	
1017	1879	20230604070147 	1	
1018	402	20230604070448 	1	
1019	1608	20230604072056 	1	
1020	3521	20230604084921 	1	
1021	2662	20230604094513 	1	
1022	2054	20230604102842 	1	
1023	2284	20230604104057 	1	
1024	3759	20230604105211 	1	
1025	1961	20230604114151 	1	
1026	3556	20230604122228 	1	
1027	3212	20230604130824 	1	
1028	336	20230604132917 	1	
1029	3802	20230604144453 	0	3:27
1030	831	20230604145030 	1	
1031	3544	20230604151232 	1	
1032	1772	20230604152412 	1	
1033	918	20230604153425 	1	
1034	1367	20230604163511 	1	
1035	959	20230604171556 	1	
1036	693	20230604173540 	1	
1037	1130	20230604202828 	1	
1038	970	20230604204418 	1	
1039	2153	20230604204645 	1	
1040	1791	20230604214421 	1	
1041	2646	20230604220012 	1	
1042	2891	20230604220841 	1	
1043	1925	20230604230945 	1	
1044	141	20230605025515 	1	
1045	1172	20230605025733 	0	0:43
1046	3132	20230605032228 	1	
1047	1914	20230605035518 	1	
1048	23	20230605064740 	1	
1049	3030	20230605093534 	1	
1050	282	20230605095627 	1	
1051	1918	20230605100933 	1	
1052	910	20230605102541 	1	
1053	991	20230605112300 	1	
1054	1535	20230605112343 	1	
1055	3024	20230605114051 	1	
1056	3247	20230605121524 	1	
1057	3842	20230605121717 	0	2:18
1058	3	20230605122110 	1	
1059	1739	20230605132615 	1	
1060	2475	20230605134031 	1	
1061	1081	20230605141513 	1	
1062	946	20230605141806 	1	
1063	897	20230605151148 	0	2:27
1064	1971	20230605154146 	1	
1065	2050	20230605160815 	1	
1066	2519	20230605174335 	1	
1067	1267	20230605174912 	1	
1068	2249	20230605181725 	1	
1069	906	20230605191453 	1	
1070	538	20230605204108 	1	
1071	3517	20230605214748 	1	
1072	3366	20230606025633 	1	
1073	128	20230606031114 	1	
1074	2998	20230606032119 	1	
1075	1018	20230606042506 	1	
1076	3664	20230606050844 	1	
1077	151	20230606053003 	1	
1078	1009	20230606055733 	1	
1079	1569	20230606061415 	0	2:27
1080	1738	20230606061909 	1	
1081	3184	20230606075403 	1	
1082	3766	20230606090026 	1	
1083	3404	20230606091817 	1	
1084	3804	20230606094347 	0	1:09
1085	2615	20230606095142 	1	
1086	482	20230606095701 	1	
1087	1835	20230606105748 	1	
1088	1525	20230606111137 	1	
1089	3119	20230606114108 	1	
1090	1708	20230606122630 	0	3:27
1091	2101	20230606133729 	0	
1092	31	20230606134013 	1	
1093	1985	20230606140215 	1	
1094	2491	20230606144436 	1	
1095	51	20230606145624 	1	
1096	920	20230606151157 	1	
1097	2727	20230606165101 	1	
1098	130	20230606180520 	1	
1099	2078	20230606181240 	1	
1100	2186	20230606191527 	1	
1101	3394	20230606195630 	1	
1102	1663	20230606205130 	1	
1103	2617	20230606215400 	1	
1104	3716	20230606222305 	0	3:19
1105	1800	20230606224022 	1	
1106	1302	20230606232234 	1	
1107	3573	20230606234628 	1	
1108	3064	20230607022644 	1	
1109	3353	20230607022819 	1	
1110	2859	20230607035142 	1	
1111	2848	20230607043528 	1	
1112	1917	20230607044232 	1	
1113	1005	20230607055340 	1	
1114	2546	20230607073603 	1	
1115	1729	20230607092914 	1	
1116	3094	20230607103428 	1	
1117	102	20230607112719 	1	
1118	3352	20230607113256 	1	
1119	331	20230607114051 	1	
1120	2085	20230607115305 	1	
1121	2231	20230607122044 	1	
1122	485	20230607122822 	1	
1123	3594	20230607143322 	1	
1124	1956	20230607165044 	1	
1125	1758	20230607175239 	1	
1126	457	20230607181114 	1	
1127	2791	20230607182053 	1	
1128	726	20230607193100 	1	
1129	1482	20230607195328 	1	
1130	682	20230607200141 	1	
1131	1878	20230607204510 	1	
1132	538	20230607210445 	0	2:36
1133	625	20230607214530 	1	
1134	1069	20230607214924 	1	
1135	2288	20230607225027 	1	
1136	2471	20230607225839 	1	
1137	3244	20230607230215 	1	
1138	2968	20230607231757 	1	
1139	1563	20230607231958 	1	
1140	1318	20230608045529 	1	
1141	603	20230608053606 	1	
1142	2413	20230608054143 	1	
1143	1510	20230608071619 	1	
1144	2813	20230608073227 	1	
1145	3488	20230608090537 	1	
1146	3015	20230608102314 	1	
1147	547	20230608120804 	1	
1148	211	20230608122036 	1	
1149	3360	20230608132239 	1	
1150	2895	20230608134634 	1	
1151	3440	20230608140158 	1	
1152	3827	20230608144929 	0	1:52
1153	3196	20230608160204 	1	
1154	1995	20230608161226 	1	
1155	3101	20230608164039 	1	
1156	1998	20230608165547 	1	
1157	2692	20230608165805 	1	
1158	2327	20230608173916 	1	
1159	1406	20230608180847 	1	
1160	763	20230608182346 	1	
1161	2877	20230608183617 	1	
1162	3267	20230608195722 	1	
1163	733	20230609023313 	1	
1164	96	20230609024536 	1	
1165	2978	20230609024702 	1	
1166	1746	20230609024929 	1	
1167	20	20230609034639 	1	
1168	1794	20230609052351 	1	
1169	3585	20230609084553 	1	
1170	1567	20230609092337 	1	
1171	2306	20230609100129 	1	
1172	2093	20230609102021 	1	
1173	746	20230609115305 	1	
1174	234	20230609121809 	1	
1175	3342	20230609122320 	1	
1176	1084	20230609122748 	1	
1177	892	20230609123735 	1	
1178	2218	20230609134608 	1	
1179	2778	20230609151249 	1	
1180	3729	20230609151642 	1	
1181	3009	20230609152704 	1	
1182	2517	20230609154438 	1	
1183	3618	20230609174217 	1	
1184	2984	20230609175021 	1	
1185	3523	20230609190431 	1	
1186	1828	20230609192056 	1	
1187	2988	20230609210528 	1	
1188	1753	20230609212354 	1	
1189	3220	20230609224826 	1	
1190	2400	20230609225630 	1	
1191	3103	20230609231203 	1	
1192	1765	20230609233505 	0	2:10
1193	3549	20230610024025 	1	
1194	3705	20230610032403 	1	
1195	1654	20230610040313 	1	
1196	1507	20230610042759 	1	
1197	2482	20230610051002 	1	
1198	2887	20230610060009 	1	
1199	1464	20230610063853 	1	
1200	3117	20230610070356 	1	
1201	3461	20230610092036 	1	
1202	3399	20230610094128 	1	
1203	678	20230610095409 	1	
1204	808	20230610100012 	1	
1205	1719	20230610113103 	1	
1206	3499	20230610121315 	1	
1207	2132	20230610130540 	1	
1208	3051	20230610134131 	1	
1209	889	20230610140735 	1	
1210	2421	20230610144737 	1	
1211	579	20230610151852 	1	
1212	534	20230610154019 	1	
1213	3544	20230610193956 	1	
1214	3224	20230610194800 	1	
1215	138	20230610195713 	1	
1216	2282	20230610204938 	1	
1217	22	20230610231814 	1	
1218	3575	20230610232124 	1	
1219	1887	20230611031516 	1	
1220	2312	20230611033735 	1	
1221	421	20230611035124 	0	3:19
1222	3212	20230611042423 	1	
1223	3684	20230611052836 	1	
1224	129	20230611053859 	1	
1225	3388	20230611064613 	1	
1226	3865	20230611070339 	0	0:43
1227	731	20230611071217 	1	
1228	1895	20230611072524 	1	
1229	2857	20230611074358 	1	
1230	2818	20230611102348 	1	
1231	1415	20230611112802 	1	
1232	2024	20230611113247 	1	
1233	2060	20230611124605 	1	
1234	1639	20230611125836 	1	
1235	2572	20230611151214 	1	
1236	1462	20230611152403 	1	
1237	3791	20230611163017 	0	1:35
1238	2001	20230611170132 	1	
1239	3616	20230611171338 	1	
1240	3430	20230611171504 	1	
1241	1599	20230611182320 	1	
1242	737	20230611201212 	1	
1243	2224	20230611222532 	1	
1244	879	20230611224232 	1	
1245	3816	20230611224800 	0	3:27
1246	2137	20230611225529 	1	
1247	1533	20230611234100 	1	
1248	316	20230612023238 	0	2:18
1249	1426	20230612024746 	1	
1250	1833	20230612032839 	1	
1251	1897	20230612041947 	1	
1252	3252	20230612055257 	1	
1253	1553	20230612070247 	1	
1254	2738	20230612101553 	1	
1255	3124	20230612105403 	1	
1256	1527	20230612112107 	1	
1257	2989	20230612120755 	1	
1258	578	20230612121114 	1	
1259	1174	20230612123241 	1	
1260	3	20230612123910 	1	
1261	2295	20230612124019 	1	
1262	3513	20230612131728 	1	
1263	1574	20230612145659 	1	
1264	3499	20230612152219 	1	
1265	2838	20230612160003 	1	
1266	2332	20230612170124 	1	
1267	1662	20230612171430 	1	
1268	3505	20230612172854 	1	
1269	2523	20230612175549 	1	
1270	404	20230612175624 	1	
1271	1241	20230612180402 	1	
1272	1185	20230612182656 	1	
1273	2927	20230612191352 	1	
1274	1776	20230612193043 	1	
1275	1611	20230612195311 	0	2:10
1276	990	20230612200014 	1	
1277	3734	20230612200844 	1	
1278	3854	20230612203531 	0	1:35
1279	3785	20230612204929 	0	
1280	425	20230612213149 	1	
1281	349	20230612234326 	1	
1282	2228	20230612234501 	1	
1283	518	20230612234602 	1	
1284	3854	20230613040623 	0	1:35
1285	104	20230613055239 	1	
1286	2560	20230613065819 	1	
1287	1881	20230613071042 	1	
1288	2007	20230613072650 	1	
1289	2296	20230613073227 	1	
1290	3568	20230613103201 	1	
1291	76	20230613123709 	1	
1292	1589	20230613124731 	1	
1293	1600	20230613132257 	1	
1294	3107	20230613135923 	1	
1295	738	20230613145406 	1	
1296	2770	20230613151550 	1	
1297	970	20230613161209 	1	
1298	2075	20230613161754 	1	
1299	1598	20230613172208 	1	
1300	1334	20230613191117 	0	1:52
1301	2632	20230613200500 	1	
1302	3862	20230613205607 	0	3:27
1303	1214	20230613210838 	1	
1304	1018	20230613220850 	1	
1305	799	20230613222104 	1	
1306	2924	20230613230132 	1	
1307	3046	20230614025257 	0	1:26
1308	2478	20230614030445 	1	
1309	3540	20230614032219 	1	
1310	368	20230614032302 	1	
1311	3805	20230614033953 	0	3:27
1312	829	20230614040356 	1	
1313	3814	20230614040514 	0	2:27
1314	410	20230614043939 	1	
1315	2173	20230614050307 	1	
1316	3861	20230614050416 	0	0:43
1317	3769	20230614083924 	0	2:36
1318	1204	20230614100304 	1	
1319	1565	20230614105236 	1	
1320	1129	20230614110342 	1	
1321	1639	20230614123927 	1	
1322	495	20230614124128 	1	
1323	21	20230614125653 	1	
1324	3041	20230614132348 	1	
1325	1921	20230614133603 	1	
1326	3738	20230614144519 	1	
1327	2363	20230614152119 	1	
1328	3868	20230614163043 	0	1:09
1329	2150	20230614174034 	1	
1330	3137	20230614175156 	1	
1331	3832	20230614180000 	0	2:01
1332	2590	20230614181835 	1	
1333	1381	20230614182101 	1	
1334	335	20230614185618 	1	
1335	1378	20230614192406 	1	
1336	2895	20230614204344 	1	
1337	982	20230614213408 	1	
1338	473	20230615023706 	1	
1339	2484	20230615024903 	1	
1340	1560	20230615030646 	1	
1341	595	20230615034146 	1	
1342	3189	20230615041912 	1	
1343	1624	20230615052610 	1	
1344	1531	20230615091751 	1	
1345	1224	20230615103327 	1	
1346	2795	20230615104433 	1	
1347	3195	20230615110023 	1	
1348	642	20230615130020 	1	
1349	1157	20230615134542 	1	
1350	1146	20230615140250 	1	
1351	717	20230615143457 	1	
1352	2419	20230615180729 	1	
1353	215	20230615182027 	1	
1354	2634	20230615183635 	1	
1355	3555	20230615184513 	1	
1356	1805	20230615201011 	1	
1357	1900	20230615211550 	1	
1358	3868	20230615212145 	0	1:09
1359	3771	20230615212437 	0	3:19
1360	289	20230615213643 	1	
1361	355	20230615223000 	1	
1362	3463	20230615225957 	1	
1363	3336	20230615233348 	1	
1364	1834	20230615234510 	1	
1365	1929	20230616023649 	1	
1366	2943	20230616030118 	1	
1367	2079	20230616031725 	1	
1368	894	20230616032730 	1	
1369	2464	20230616045110 	0	0:43
1370	225	20230616045429 	1	
1371	3883	20230616051102 	1	
1372	2405	20230616053942 	1	
1373	151	20230616070523 	1	
1374	380	20230616070741 	1	
1375	3710	20230616074433 	1	
1376	792	20230616080543 	1	
1377	2060	20230616082644 	1	
1378	3377	20230616084344 	1	
1379	1904	20230616091013 	1	
1380	897	20230616095911 	1	
1381	2867	20230616100212 	1	
1382	1682	20230616102432 	1	
1383	2375	20230616103612 	1	
1384	2075	20230616104022 	1	
1385	872	20230616112300 	1	
1386	3267	20230616115414 	1	
1387	165	20230616123442 	1	
1388	551	20230616141849 	1	
1389	2979	20230616164642 	1	
1390	997	20230616165739 	0	2:01
1391	1879	20230616174837 	1	
1392	1231	20230616180554 	1	
1393	2562	20230616205506 	1	
1394	3369	20230616221226 	1	
1395	27	20230616224700 	1	
1396	2480	20230616231740 	1	
1397	3745	20230617023037 	1	
1398	2052	20230617030537 	1	
1399	2287	20230617054812 	1	
1400	1865	20230617055056 	1	
1401	2127	20230617055305 	1	
1402	2330	20230617060043 	1	
1403	3125	20230617063215 	1	
1404	269	20230617080735 	1	
1405	3288	20230617083037 	1	
1406	1417	20230617102908 	1	
1407	1578	20230617111447 	1	
1408	1424	20230617122805 	1	
1409	1823	20230617124128 	1	
1410	168	20230617130505 	1	
1411	3454	20230617133009 	1	
1412	3269	20230617141539 	1	
1413	1004	20230617160348 	1	
1414	3763	20230617162842 	1	
1415	2310	20230617170014 	1	
1416	2885	20230617173112 	1	
1417	2949	20230617175423 	1	
1418	2859	20230617185007 	1	
1419	3767	20230617185325 	0	1:26
1420	289	20230617201613 	1	
1421	3638	20230617211625 	1	
1422	401	20230617212127 	1	
1423	451	20230617221947 	1	
1424	3489	20230617230901 	1	
1425	1255	20230618033853 	1	
1426	3618	20230618042340 	1	
1427	3338	20230618043100 	1	
1428	417	20230618043956 	1	
1429	3102	20230618045813 	1	
1430	2860	20230618062245 	1	
1431	868	20230618092027 	1	
1432	2519	20230618111814 	1	
1433	2520	20230618115104 	1	
1434	3841	20230618124714 	0	1:26
1435	2262	20230618134524 	1	
1436	1283	20230618201705 	1	
1437	3455	20230618212822 	1	
1438	2242	20230618213207 	1	
1439	897	20230618215710 	1	
1440	3532	20230619023623 	1	
1441	643	20230619031550 	1	
1442	3150	20230619031725 	1	
1443	1295	20230619034924 	1	
1444	224	20230619041344 	1	
1445	3089	20230619042816 	1	
1446	3456	20230619044616 	1	
1447	3452	20230619045722 	1	
1448	250	20230619054344 	1	
1449	2379	20230619075219 	1	
1450	3049	20230619084628 	1	
1451	2185	20230619092831 	1	
1452	2262	20230619094128 	1	
1453	1600	20230619095920 	1	
1454	2006	20230619104835 	1	
1455	3044	20230619113448 	0	1:26
1456	1785	20230619122127 	1	
1457	2582	20230619142719 	1	
1458	1053	20230619144209 	1	
1459	1692	20230619152822 	1	
1460	299	20230619163554 	1	
1461	3803	20230619171731 	0	1:44
1462	900	20230619192750 	1	
1463	500	20230619203732 	1	
1464	3438	20230619213350 	1	
1465	2975	20230619222314 	1	
1466	3773	20230619232142 	0	1:26
1467	2113	20230619234628 	0	3:19
1468	3440	20230620031935 	1	
1469	2273	20230620044616 	1	
1470	2250	20230620060603 	1	
1471	209	20230620062136 	1	
1472	1528	20230620071527 	1	
1473	2024	20230620080836 	0	0:43
1474	3291	20230620082526 	1	
1475	2170	20230620093233 	1	
1476	1645	20230620095041 	1	
1477	2369	20230620111329 	1	
1478	3849	20230620111705 	0	1:18
1479	2365	20230620114846 	1	
1480	2343	20230620120904 	1	
1481	645	20230620125015 	1	
1482	3484	20230620133930 	1	
1483	3232	20230620143824 	1	
1484	376	20230620151909 	1	
1485	1341	20230620153442 	1	
1486	3169	20230620154019 	1	
1487	1708	20230620160531 	1	
1488	2370	20230620160933 	1	
1489	1831	20230620162943 	1	
1490	1990	20230620171605 	1	
1491	3879	20230620174728 	1	
1492	3153	20230620181533 	1	
1493	530	20230620190457 	1	
1494	2001	20230620192724 	1	
1495	1972	20230620195538 	1	
1496	2384	20230620201412 	1	
1497	1003	20230620214723 	1	
1498	3681	20230620220238 	1	
1499	3211	20230620220724 	1	
1500	517	20230620233304 	1	
1501	832	20230620234318 	1	
1502	2170	20230621024051 	1	
1503	2534	20230621025607 	1	
1504	3481	20230621031031 	1	
1505	2453	20230621033901 	1	
1506	3331	20230621040640 	1	
1507	2055	20230621052727 	1	
1508	2110	20230621060244 	1	
1509	2364	20230621062538 	1	
1510	2087	20230621063350 	1	
1511	1857	20230621064941 	1	
1512	3262	20230621071125 	1	
1513	189	20230621072104 	1	
1514	1600	20230621084418 	1	
1515	2702	20230621091415 	1	
1516	1743	20230621092813 	1	
1517	2933	20230621103537 	1	
1518	339	20230621105612 	1	
1519	3845	20230621112518 	0	1:09
1520	1897	20230621115432 	1	
1521	736	20230621120554 	1	
1522	2000	20230621130003 	1	
1523	2502	20230621133301 	1	
1524	2038	20230621135630 	1	
1525	296	20230621135713 	1	
1526	2390	20230621140141 	1	
1527	3633	20230621140643 	1	
1528	3830	20230621141321 	0	1:52
1529	2910	20230621145257 	1	
1530	3159	20230621145816 	1	
1531	1589	20230621154404 	1	
1532	2397	20230621154548 	1	
1533	2838	20230621165739 	1	
1534	2734	20230621171338 	1	
1535	3143	20230621171412 	1	
1536	3641	20230621181022 	1	
1537	568	20230621185107 	1	
1538	736	20230621185636 	1	
1539	2932	20230621192558 	1	
1540	2849	20230621200316 	1	
1541	1260	20230621225839 	1	
1542	3149	20230621235406 	1	
1543	1254	20230622030118 	1	
1544	786	20230622030428 	1	
1545	3655	20230622032529 	1	
1546	890	20230622041829 	1	
1547	3028	20230622050617 	1	
1548	713	20230622063224 	1	
1549	1298	20230622063425 	1	
1550	517	20230622074324 	1	
1551	3405	20230622074826 	1	
1552	660	20230622082535 	0	2:01
1553	2702	20230622084645 	1	
1554	1577	20230622091625 	1	
1555	2932	20230622102750 	1	
1556	3494	20230622105110 	1	
1557	254	20230622111421 	1	
1558	510	20230622113606 	1	
1559	1326	20230622113950 	0	3:01
1560	539	20230622115122 	1	
1561	3335	20230622122647 	1	
1562	2530	20230622154941 	1	
1563	1373	20230622164031 	1	
1564	3080	20230622175331 	1	
1565	1790	20230622180301 	1	
1566	3328	20230622181559 	1	
1567	1880	20230622184045 	1	
1568	646	20230622184347 	1	
1569	3356	20230622185535 	1	
1570	1089	20230622214806 	1	
1571	1775	20230622221335 	1	
1572	1195	20230622231539 	1	
1573	3728	20230623022911 	1	
1574	3526	20230623025759 	1	
1575	3390	20230623032053 	1	
1576	1919	20230623035351 	1	
1577	1574	20230623041042 	1	
1578	1612	20230623045656 	1	
1579	3006	20230623061415 	1	
1580	464	20230623062839 	1	
1581	136	20230623065033 	1	
1582	326	20230623081858 	1	
1583	2519	20230623085707 	1	
1584	2911	20230623091232 	1	
1585	2520	20230623102239 	1	
1586	3744	20230623110910 	1	
1587	633	20230623123517 	1	
1588	725	20230623124447 	1	
1589	3694	20230623150629 	1	
1590	562	20230623153617 	1	
1591	2184	20230623161453 	1	
1592	3435	20230623163528 	1	
1593	552	20230623184102 	1	
1594	2991	20230623185059 	1	
1595	992	20230623190121 	1	
1596	1696	20230623194105 	1	
1597	1337	20230623194258 	1	
1598	3751	20230623202535 	1	
1599	464	20230623205323 	1	
1600	3337	20230623214338 	1	
1601	406	20230623221352 	1	
1602	2968	20230623221955 	1	
1603	895	20230623233706 	1	
1604	3522	20230624025724 	1	
1605	2926	20230624033910 	1	
1606	3451	20230624040356 	1	
1607	3591	20230624045848 	1	
1608	630	20230624051246 	1	
1609	1341	20230624055759 	1	
1610	1132	20230624060345 	1	
1611	2413	20230624081731 	1	
1612	1268	20230624083623 	1	
1613	2804	20230624085030 	1	
1614	2184	20230624103253 	1	
1615	582	20230624130003 	1	
1616	3364	20230624132004 	1	
1617	2128	20230624140919 	1	
1618	754	20230624150603 	1	
1619	3170	20230624150939 	1	
1620	3409	20230624165704 	1	
1621	1754	20230624173950 	1	
1622	2758	20230624175633 	1	
1623	3114	20230624180419 	1	
1624	3057	20230624183700 	1	
1625	3512	20230624190147 	0	3:10
1626	943	20230624203457 	1	
1627	710	20230624222900 	1	
1628	2898	20230625025205 	1	
1629	3065	20230625060327 	1	
1630	576	20230625062948 	1	
1631	3534	20230625064312 	1	
1632	2826	20230625070640 	1	
1633	557	20230625082500 	1	
1634	1468	20230625085056 	1	
1635	2632	20230625100749 	1	
1636	2834	20230625103913 	1	
1637	3561	20230625113238 	1	
1638	611	20230625124019 	1	
1639	433	20230625124246 	1	
1640	3508	20230625133100 	1	
1641	572	20230625141504 	0	1:52
1642	2309	20230625143606 	1	
1643	770	20230625152739 	1	
1644	835	20230625153643 	1	
1645	1719	20230625160256 	1	
1646	1351	20230625174226 	1	
1647	2775	20230625180043 	1	
1648	3060	20230625194232 	1	
1649	3264	20230625195053 	1	
1650	834	20230625201028 	1	
1651	3246	20230625210135 	1	
1652	2198	20230625210546 	1	
1653	3238	20230625212612 	1	
1654	417	20230625222038 	1	
1655	643	20230625222423 	1	
1656	3681	20230626024252 	1	
1657	915	20230626031826 	1	
1658	3341	20230626041117 	1	
1659	3262	20230626050324 	1	
1660	1142	20230626054728 	1	
1661	3311	20230626060000 	1	
1662	2615	20230626061258 	1	
1663	2120	20230626061533 	1	
1664	815	20230626064915 	1	
1665	703	20230626081438 	1	
1666	2453	20230626082618 	1	
1667	9	20230626085148 	1	
1668	2976	20230626085331 	1	
1669	2351	20230626094203 	1	
1670	638	20230626095242 	1	
1671	618	20230626113247 	1	
1672	90	20230626114553 	1	
1673	1541	20230626120428 	1	
1674	2619	20230626120620 	1	
1675	3325	20230626120637 	1	
1676	3342	20230626122202 	1	
1677	3818	20230626151634 	0	1:18
1678	1515	20230626152839 	1	
1679	192	20230626181918 	1	
1680	3600	20230626182730 	1	
1681	2030	20230626191226 	1	
1682	2599	20230626200259 	1	
1683	149	20230626205615 	1	
1684	73	20230626222122 	1	
1685	1442	20230626224358 	1	
1686	517	20230626225604 	1	
1687	2975	20230626235314 	1	
1688	2363	20230626235659 	1	
1689	3882	20230627032228 	1	
1690	1624	20230627051019 	1	
1691	514	20230627063853 	1	
1692	408	20230627072122 	1	
1693	2421	20230627075101 	1	
1694	1711	20230627080149 	1	
1695	707	20230627080551 	1	
1696	1660	20230627083012 	1	
1697	1268	20230627090419 	1	
1698	3105	20230627093316 	1	
1699	2537	20230627093818 	1	
1700	2548	20230627103201 	1	
1701	1265	20230627103729 	1	
1702	836	20230627105437 	1	
1703	997	20230627113112 	1	
1704	3131	20230627115113 	1	
1705	525	20230627121114 	1	
1706	843	20230627124556 	1	
1707	2299	20230627132458 	1	
1708	2830	20230627133755 	1	
1709	1157	20230627141111 	1	
1710	2889	20230627152136 	1	
1711	3504	20230627152446 	1	
1712	2869	20230627163428 	1	
1713	361	20230627163729 	1	
1714	233	20230627164223 	1	
1715	2175	20230627174938 	1	
1716	1094	20230627180537 	1	
1717	1339	20230627194332 	1	
1718	295	20230627213801 	1	
1719	155	20230627234352 	1	
1720	464	20230628023457 	1	
1721	386	20230628030126 	1	
1722	2100	20230628035509 	1	
1723	211	20230628050058 	1	
1724	2248	20230628072506 	1	
1725	2607	20230628081120 	1	
1726	2646	20230628084728 	1	
1727	409	20230628110342 	1	
1728	2765	20230628121634 	1	
1729	513	20230628121952 	1	
1730	2875	20230628125435 	1	
1731	776	20230628131645 	1	
1732	3578	20230628134700 	1	
1733	3022	20230628141849 	1	
1734	1149	20230628153744 	1	
1735	1512	20230628175558 	1	
1736	2343	20230628182822 	1	
1737	677	20230628190749 	1	
1738	1737	20230628194433 	1	
1739	2065	20230628202007 	1	
1740	3128	20230628202701 	1	
1741	1202	20230628202710 	1	
1742	2473	20230628210026 	1	
1743	2653	20230628213818 	1	
1744	2046	20230628231438 	1	
1745	2818	20230628235139 	1	
1746	725	20230629023924 	1	
1747	2496	20230629023933 	1	
1748	324	20230629024636 	1	
1749	2886	20230629033718 	1	
1750	1291	20230629041938 	1	
1751	3596	20230629051522 	1	
1752	343	20230629052124 	0	2:53
1753	2706	20230629052954 	1	
1754	126	20230629053758 	1	
1755	762	20230629061005 	1	
1756	3218	20230629065124 	1	
1757	2191	20230629065552 	1	
1758	2749	20230629070924 	1	
1759	3556	20230629080115 	1	
1760	1721	20230629083749 	1	
1761	3131	20230629110551 	1	
1762	2528	20230629123032 	1	
1763	3322	20230629123049 	1	
1764	3783	20230629134516 	0	2:01
1765	1992	20230629134743 	1	
1766	2474	20230629144217 	1	
1767	290	20230629174545 	1	
1768	2070	20230629195044 	1	
1769	2793	20230629211114 	1	
1770	3008	20230629211232 	1	
1771	1971	20230629223210 	1	
1772	2567	20230629223520 	1	
1773	2525	20230629225538 	1	
1774	3883	20230630024326 	1	
1775	1031	20230630042515 	1	
1776	3328	20230630065409 	1	
1777	853	20230630073948 	1	
1778	173	20230630092538 	1	
1779	2726	20230630103554 	1	
1780	1949	20230630123609 	1	
1781	3322	20230630124028 	1	
1782	1519	20230630125636 	1	
1783	2127	20230630130706 	1	
1784	217	20230630135923 	1	
1785	259	20230630170652 	1	
1786	1788	20230630173557 	1	
1787	680	20230630173640 	1	
1788	3734	20230630181415 	1	
1789	2478	20230630192406 	1	
1790	2978	20230630211516 	1	
1791	2583	20230630212931 	1	
1792	2629	20230630221619 	1	
1793	1889	20230630224926 	1	
1794	782	20230630234820 	1	
1795	1614	20230701034539 	1	
1796	2883	20230701052242 	1	
1797	2575	20230701053413 	1	
1798	2454	20230701060821 	1	
1799	1260	20230701061817 	1	
1800	2192	20230701064019 	1	
1801	2875	20230701080600 	1	
1802	1627	20230701080945 	1	
1803	870	20230701093106 	1	
1804	2519	20230701100230 	1	
1805	1452	20230701102231 	1	
1806	2843	20230701135145 	1	
1807	2867	20230701150747 	1	
1808	3010	20230701160422 	1	
1809	3577	20230701172802 	1	
1810	3177	20230701200827 	1	
1811	1036	20230701201740 	1	
1812	3208	20230701205458 	1	
1813	578	20230701212228 	1	
1814	1704	20230701214740 	1	
1815	211	20230701220505 	1	
1816	3656	20230701220531 	1	
1817	1690	20230701222331 	1	
1818	413	20230701230149 	1	
